,name,short_name,gender,birth_date,birth_place,birth_country,country,country_code,discipline,discipline_code,residence_place,residence_country,height_m/ft,url
1676,McMANUS Sara,McMANUS S,Female,1991-12-13,GOTHENBURG,Sweden,Sweden,SWE,Curling,CUR,GAVLE,Sweden,,../../../en/results/curling/athlete-profile-n1035388-sara-mcmanus.htm
1677,McMILLAN Chloe,McMILLAN C,Female,2000-05-29,HAMILTON,New Zealand,New Zealand,NZL,Freestyle Skiing,FRS,WANAKA,New Zealand,,../../../en/results/freestyle-skiing/athlete-profile-n1055035-chloe-mcmillan.htm
1678,McMILLAN Hammy,McMILLAN H,Male,1992-05-29,STRANRAER,Great Britain,Great Britain,GBR,Curling,CUR,GLASGOW,Great Britain,,../../../en/results/curling/athlete-profile-n1044155-hammy-mcmillan.htm
1679,McMORRIS Mark,McMORRIS M,Male,1993-12-09,"REGINA, SK",Canada,Canada,CAN,Snowboard,SBD,"REGINA, SK",Canada,,../../../en/results/snowboard/athlete-profile-n1045875-mark-mcmorris.htm
1680,McNEILL Mica,McNEILL M,Female,1993-09-25,CONSETT,Great Britain,Great Britain,GBR,Bobsleigh,BOB,CONSETT,Great Britain,,../../../en/results/bobsleigh/athlete-profile-n1044567-mica-mcneill.htm
1681,McTAVISH Mason,McTAVISH M,Male,2003-01-30,ZURICH,Switzerland,Canada,CAN,Ice Hockey,IHO,"PETERBOROUGH, ON",Canada,1.85/6'0'',../../../en/results/ice-hockey/athlete-profile-n1140551-mason-mctavish.htm
1682,MEDLOVA Klaudia,MEDLOVA K,Female,1993-10-26,LIPTOVSKY MIKULAS,Slovakia,Slovakia,SVK,Snowboard,SBD,,Slovakia,,../../../en/results/snowboard/athlete-profile-n1053153-klaudia-medlova.htm
1683,MEIER Alina,MEIER A,Female,1996-02-19,DAVOS,Switzerland,Switzerland,SUI,Cross-Country Skiing,CCS,DAVOS,Switzerland,,../../../en/results/cross-country-skiing/athlete-profile-n1048791-alina-meier.htm
1684,MEIJA Gints,MEIJA G,Male,1987-09-04,RIGA,Latvia,Latvia,LAT,Ice Hockey,IHO,RIGA,Latvia,1.85/6'0'',../../../en/results/ice-hockey/athlete-profile-n1037267-gints-meija.htm
1685,MEILLARD Loic,MEILLARD L,Male,1996-10-29,SAVAGNIER,Switzerland,Switzerland,SUI,Alpine Skiing,ALP,HEREMENCE,Switzerland,,../../../en/results/alpine-skiing/athlete-profile-n1048802-loic-meillard.htm
1686,MEINERS Maarten,MEINERS M,Male,1992-02-08,AMERSFOORT,Netherlands,Netherlands,NED,Alpine Skiing,ALP,INNSBRUCK,Austria,,../../../en/results/alpine-skiing/athlete-profile-n1051187-maarten-meiners.htm
1687,MELBERG Kristine,MELBERG K,Female,2000-12-28,COPENHAGEN,Denmark,Denmark,DEN,Ice Hockey,IHO,,,1.69/5'6'',../../../en/results/ice-hockey/athlete-profile-n1032323-kristine-melberg.htm
1688,MELNIKOVA Polina,MELNIKOVA P,Female,2001-03-06,,,ROC,ROC,Alpine Skiing,ALP,,,,../../../en/results/alpine-skiing/athlete-profile-n1038075-polina-melnikova.htm
1689,MENG Fanqi,MENG F,Female,1998-09-18,JILIN,People's Republic of China,People's Republic of China,CHN,Biathlon,BTH,JILIN,People's Republic of China,,../../../en/results/biathlon/athlete-profile-n1057741-fanqi-meng.htm
1690,MERKUSHEVA Valeria,MERKUSHEVA V,Female,1999-09-20,MOSCOW,Russian Federation,ROC,ROC,Ice Hockey,IHO,NIZHNY NOVGOROD,Russian Federation,1.68/5'6'',../../../en/results/ice-hockey/athlete-profile-n1056269-valeria-merkusheva.htm
1691,MESSING Keegan,MESSING K,Male,1992-01-23,"GIRDWOOD, AK",United States of America,Canada,CAN,Figure Skating,FSK,"GIRDWOOD, AK",United States of America,,../../../en/results/figure-skating/athlete-profile-n1038607-keegan-messing.htm
1692,MEYER Nicolai,MEYER N,Male,1993-07-21,FREDERIKSHAVN,Denmark,Denmark,DEN,Ice Hockey,IHO,VIENNA,Austria,1.77/5'9'',../../../en/results/ice-hockey/athlete-profile-n1032232-nicolai-meyer.htm
1693,MEYERS Ben,MEYERS B,Male,1998-11-15,"DELANO, MN",United States of America,United States of America,USA,Ice Hockey,IHO,,,1.80/5'10'',../../../en/results/ice-hockey/athlete-profile-n1182006-ben-meyers.htm
1694,MEYERS TAYLOR Elana,MEYERS TAYLOR E,Female,1984-10-10,"OCEANSIDE, CA",United States of America,United States of America,USA,Bobsleigh,BOB,"SMYRNA, GA",United States of America,,../../../en/results/bobsleigh/athlete-profile-n1041472-elana-meyers-taylor.htm
1695,MEYLEMANS Kim,MEYLEMANS K,Female,1996-03-07,AMBERG,Germany,Belgium,BEL,Skeleton,SKN,,,,../../../en/results/skeleton/athlete-profile-n1045276-kim-meylemans.htm
1696,MI Le,MI L,Female,1996-02-16,,,People's Republic of China,CHN,Ice Hockey,IHO,,,1.75/5'8'',../../../en/results/ice-hockey/athlete-profile-n1166818-le-mi.htm
1697,MICHAEL Peter,MICHAEL P,Male,1989-05-09,WELLINGTON,New Zealand,New Zealand,NZL,Speed Skating,SSK,WESTSTELLINGWERF,Netherlands,1.85/6'0'',../../../en/results/speed-skating/athlete-profile-n1047697-peter-michael.htm
1698,MICHALIK Aleksandra,MICHALIK A,Female,1999-03-31,KRAKOW,Poland,Poland,POL,Snowboard,SBD,,Poland,,../../../en/results/snowboard/athlete-profile-n1032091-aleksandra-michalik.htm
1699,MICHALSKI Piotr,MICHALSKI P,Male,1994-07-27,SANOK,Poland,Poland,POL,Speed Skating,SSK,SANOK,Poland,1.86/6'1'',../../../en/results/speed-skating/athlete-profile-n1035714-piotr-michalski.htm
1700,MICHEL Sandro,MICHEL S,Male,1996-07-01,GIPF-OBERFRICK,Switzerland,Switzerland,SUI,Bobsleigh,BOB,GIPF-OBERFRICK,Switzerland,,../../../en/results/bobsleigh/athlete-profile-n1048819-sandro-michel.htm
1701,MICHEL Sven,MICHEL S,Male,1988-03-30,INTERLAKEN,Switzerland,Switzerland,SUI,Curling,CUR,INTERLAKEN,Switzerland,,../../../en/results/curling/athlete-profile-n1048822-sven-michel.htm
1702,MIDOL Bastien,MIDOL B,Male,1990-08-03,ANNECY,France,France,FRA,Freestyle Skiing,FRS,LE GRAND BORNAND,France,,../../../en/results/freestyle-skiing/athlete-profile-n1035844-bastien-midol.htm
1703,MIELE Andy,MIELE A,Male,1988-04-15,"GROSSE POINTE WOODS, MI",United States of America,United States of America,USA,Ice Hockey,IHO,,,1.73/5'8'',../../../en/results/ice-hockey/athlete-profile-n1182017-andy-miele.htm
1704,MIELZYNSKI Erin,MIELZYNSKI E,Female,1990-05-25,"BRAMPTON, ON",Canada,Canada,CAN,Alpine Skiing,ALP,"THORNBURY, ON",Canada,,../../../en/results/alpine-skiing/athlete-profile-n1045529-erin-mielzynski.htm
1705,MIKAYELYAN Mikayel,MIKAYELYAN M,Male,1999-07-10,ASHOTSK,Armenia,Armenia,ARM,Cross-Country Skiing,CCS,ASHOTSK,Armenia,,../../../en/results/cross-country-skiing/athlete-profile-n1044482-mikayel-mikayelyan.htm
1706,MIKI Tsubaki,MIKI T,Female,2003-06-01,HAKUBA VILLAGE,Japan,Japan,JPN,Snowboard,SBD,KAKEGAWA CITY,Japan,,../../../en/results/snowboard/athlete-profile-n1043789-tsubaki-miki.htm
1707,MIKNIS Matiss,MIKNIS M,Male,1992-12-29,LIEPAJA,Latvia,Latvia,LAT,Bobsleigh,BOB,LIEPAJA,Latvia,,../../../en/results/bobsleigh/athlete-profile-n1037208-matiss-miknis.htm
1708,MIKUTINA Olga,MIKUTINA O,Female,2003-10-06,KHARKIV,Ukraine,Austria,AUT,Figure Skating,FSK,FELDKIRCH,Austria,,../../../en/results/figure-skating/athlete-profile-n1004389-olga-mikutina.htm
1709,MILLAUER Clemens,MILLAUER C,Male,1994-12-15,KIRCHDORF AN DER KREMS,Austria,Austria,AUT,Snowboard,SBD,MOLLN,Austria,,../../../en/results/snowboard/athlete-profile-n1005474-clemens-millauer.htm
1710,MILLER Asa,MILLER A,Male,2000-06-14,"PORTLAND, OR",United States of America,Philippines,PHI,Alpine Skiing,ALP,"SALT LAKE CITY, UT",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1055485-asa-miller.htm
1711,MILLS Alena,MILLS A,Female,1990-06-09,KUTNA HORA,Czech Republic,Czech Republic,CZE,Ice Hockey,IHO,,,1.73/5'8'',../../../en/results/ice-hockey/athlete-profile-n1055682-alena-mills.htm
1712,MILYUKOV Konstantin,MILYUKOV K,Male,1994-03-27,KAZAN,Russian Federation,Belarus,BLR,Figure Skating,FSK,MINSK,Belarus,,../../../en/results/figure-skating/athlete-profile-n1043575-konstantin-milyukov.htm
1713,MINKKINEN Suvi,MINKKINEN S,Female,1994-12-08,JOUTSA,Finland,Finland,FIN,Biathlon,BTH,JOENSUU,Finland,,../../../en/results/biathlon/athlete-profile-n1013055-suvi-minkkinen.htm
1714,MINULIN Artyom,MINULIN A,Male,1998-10-01,TYUMEN,Russian Federation,ROC,ROC,Ice Hockey,IHO,MAGNITOGORSK,Russian Federation,1.90/6'2'',../../../en/results/ice-hockey/athlete-profile-n1056418-artyom-minulin.htm
1715,MIRADOLI Romane,MIRADOLI R,Female,1994-03-10,BONNEVILLE,France,France,FRA,Alpine Skiing,ALP,FLAINE,France,,../../../en/results/alpine-skiing/athlete-profile-n1035767-romane-miradoli.htm
1716,MIRAMBELL Ander,MIRAMBELL A,Male,1983-02-17,BARCELONA,Spain,Spain,ESP,Skeleton,SKN,BARCELONA,Spain,,../../../en/results/skeleton/athlete-profile-n1036912-ander-mirambell.htm
1717,MIRCEA Robert,MIRCEA R,Male,1999-08-09,,Romania,Italy,ITA,Bobsleigh,BOB,CORBETTA,Italy,,../../../en/results/bobsleigh/athlete-profile-n1015418-robert-mircea.htm
1718,MIRONOV Dmitrii,MIRONOV D,Male,1992-10-22,CHELYABINSK,Russian Federation,ROC,ROC,Curling,CUR,SOCHI,Russian Federation,,../../../en/results/curling/athlete-profile-n1036547-dmitrii-mironov.htm
1719,MIRONOVA Svetlana,MIRONOVA S,Female,1994-02-22,TOMSK,Russian Federation,ROC,ROC,Biathlon,BTH,YEKATERINBURG,Russian Federation,,../../../en/results/biathlon/athlete-profile-n1036728-svetlana-mironova.htm
1720,MISHINA Anastasia,MISHINA A,Female,2001-04-24,ST. PETERSBURG,Russian Federation,ROC,ROC,Figure Skating,FSK,ST. PETERSBURG,Russian Federation,,../../../en/results/figure-skating/athlete-profile-n1057086-anastasia-mishina.htm
1721,MITRAFANAU Makar,MITRAFANAU M,Male,2003-08-07,MINSK,Belarus,Belarus,BLR,Freestyle Skiing,FRS,MINSK,Belarus,,../../../en/results/freestyle-skiing/athlete-profile-n1000082-makar-mitrafanau.htm
1722,MITTERER Sebastian,MITTERER S,Male,1993-11-13,INNSBRUCK,Austria,Austria,AUT,Bobsleigh,BOB,INNSBRUCK,Austria,,../../../en/results/bobsleigh/athlete-profile-n1004342-sebastian-mitterer.htm
1723,MIURA Mei,MIURA M,Female,1998-11-16,HOKKAIDO,Japan,Japan,JPN,Ice Hockey,IHO,,,1.62/5'3'',../../../en/results/ice-hockey/athlete-profile-n1042439-mei-miura.htm
1724,MIURA Riku,MIURA R,Female,2001-12-17,TAKARAZUKA,Japan,Japan,JPN,Figure Skating,FSK,"OAKVILLE, ON",Canada,,../../../en/results/figure-skating/athlete-profile-n1038855-riku-miura.htm
1725,MIYATA Shogo,MIYATA S,Male,2003-01-27,OSAKA,Japan,Japan,JPN,Short Track Speed Skating,STK,OSAKA,Japan,,../../../en/results/short-track-speed-skating/athlete-profile-n1044975-shogo-miyata.htm
1726,MIYAZAWA Hiroyuki,MIYAZAWA H,Male,1991-10-12,TOKAMACHI,Japan,Japan,JPN,Cross-Country Skiing,CCS,TOKOROZAWA,Japan,,../../../en/results/cross-country-skiing/athlete-profile-n1037023-hiroyuki-miyazawa.htm
1727,MLYNAR Peter,MLYNAR P,Male,1988-03-01,POPRAD,Slovakia,Slovakia,SVK,Cross-Country Skiing,CCS,GERLACHOV,Slovakia,,../../../en/results/cross-country-skiing/athlete-profile-n1053150-peter-mlynar.htm
1728,MLYNKOVA Natalie,MLYNKOVA N,Female,2001-05-24,ZLIN,Czech Republic,Czech Republic,CZE,Ice Hockey,IHO,,,1.61/5'3'',../../../en/results/ice-hockey/athlete-profile-n1055705-natalie-mlynkova.htm
1729,MOBAERG David,MOBAERG D,Male,1999-05-17,UNDERSAKER,Sweden,Sweden,SWE,Freestyle Skiing,FRS,UNDERSAKER,Sweden,,../../../en/results/freestyle-skiing/athlete-profile-n1045375-david-mobaerg.htm
1730,MOBAERG Erik,MOBAERG E,Male,1997-06-22,UNDERSAKER,Sweden,Sweden,SWE,Freestyle Skiing,FRS,ARE,Sweden,,../../../en/results/freestyle-skiing/athlete-profile-n1045374-erik-mobaerg.htm
1731,MOCH Friedrich,MOCH F,Male,2000-04-12,MEMMINGEN,Germany,Germany,GER,Cross-Country Skiing,CCS,ISNY,Germany,,../../../en/results/cross-country-skiing/athlete-profile-n1012838-friedrich-moch.htm
1732,MOFFATT Liam,MOFFATT L,Male,1997-03-30,"TRURO, NS",Canada,Canada,CAN,Snowboard,SBD,"WHISTLER, BC",Canada,,../../../en/results/snowboard/athlete-profile-n1045846-liam-moffatt.htm
1733,MOFFATT Max,MOFFATT M,Male,1998-06-27,"GUELPH, ON",Canada,Canada,CAN,Freestyle Skiing,FRS,"CALEDON, ON",Canada,,../../../en/results/freestyle-skiing/athlete-profile-n1037619-max-moffatt.htm
1734,MOIOLI Michela,MOIOLI M,Female,1995-07-17,ALZANO LOMBARDO,Italy,Italy,ITA,Snowboard,SBD,ALZANO LOMBARDO,Italy,,../../../en/results/snowboard/athlete-profile-n1015408-michela-moioli.htm
1735,MOLTZAN Paula,MOLTZAN P,Female,1994-04-07,"ROBBINSDALE, MN",United States of America,United States of America,USA,Alpine Skiing,ALP,"CHARLEMONT, MA",United States of America,,../../../en/results/alpine-skiing/athlete-profile-n1041235-paula-moltzan.htm
1736,MOORE-TOWERS Kirsten,MOORE-TOWERS K,Female,1992-07-01,"ST. CATHERINES, ON",Canada,Canada,CAN,Figure Skating,FSK,"OAKVILLE, ON",Canada,,../../../en/results/figure-skating/athlete-profile-n1038604-kirsten-moore-towers.htm
1737,MORDASOV Mikhail,MORDASOV M,Male,1995-10-14,NOVOSIBIRSK,Russian Federation,ROC,ROC,Bobsleigh,BOB,NOVOSIBIRSK,Russian Federation,,../../../en/results/bobsleigh/athlete-profile-n1056091-mikhail-mordasov.htm
1738,MORENO Cande,MORENO C,Female,2000-10-30,CORDOBA,Argentina,Andorra,AND,Alpine Skiing,ALP,LA MASSANA,Andorra,,../../../en/results/alpine-skiing/athlete-profile-n1032481-cande-moreno.htm
1739,MORGAN Annika,MORGAN A,Female,2002-02-12,GARMISCH-PARTENKIRCHEN,Germany,Germany,GER,Snowboard,SBD,MITTENWALD,Germany,,../../../en/results/snowboard/athlete-profile-n1001673-annika-morgan.htm
1740,MORISHIGE Wataru,MORISHIGE W,Male,2000-07-17,BETSUKAI,Japan,Japan,JPN,Speed Skating,SSK,MATSUMOTO,Japan,1.75/5'8'',../../../en/results/speed-skating/athlete-profile-n1042233-wataru-morishige.htm
1741,MOROZOV Dmitriy,MOROZOV D,Male,1996-08-28,ASTANA,Kazakhstan,Kazakhstan,KAZ,Speed Skating,SSK,ALMATY,Kazakhstan,1.80/5'10'',../../../en/results/speed-skating/athlete-profile-n1048166-dmitriy-morozov.htm
1742,MOROZOV Vladimir,MOROZOV V,Male,1992-11-01,POTSDAM,Germany,ROC,ROC,Figure Skating,FSK,MOSCOW,Russian Federation,,../../../en/results/figure-skating/athlete-profile-n1057091-vladimir-morozov.htm
1743,MOROZOVA Nadezhda,MOROZOVA N,Female,1998-09-22,ASTANA,Kazakhstan,Kazakhstan,KAZ,Speed Skating,SSK,ALMATY,Kazakhstan,1.67/5'5'',../../../en/results/speed-skating/athlete-profile-n1048161-nadezhda-morozova.htm
1744,MORRIS John,MORRIS J,Male,1978-12-16,"WINNIPEG, MB",Canada,Canada,CAN,Curling,CUR,"CANMORE, AB",Canada,,../../../en/results/curling/athlete-profile-n1054750-john-morris.htm
1745,MOSANER Amos,MOSANER A,Male,1995-03-12,TRENTO,Italy,Italy,ITA,Curling,CUR,CEMBRA LISIGNAGO,Italy,,../../../en/results/curling/athlete-profile-n1037082-amos-mosaner.htm
1746,MOSER Benjamin,MOSER B,Male,1997-07-24,MAURACH,Austria,Austria,AUT,Cross-Country Skiing,CCS,MAURACH AM ACHENSEE,Austria,,../../../en/results/cross-country-skiing/athlete-profile-n1005632-benjamin-moser.htm
1747,MOSER Simon,MOSER S,Male,1989-03-10,BERN,Switzerland,Switzerland,SUI,Ice Hockey,IHO,BERN,Switzerland,1.87/6'1'',../../../en/results/ice-hockey/athlete-profile-n1048837-simon-moser.htm
1748,MOTTET Killian,MOTTET K,Male,1991-01-15,EVIONNAZ,Switzerland,Switzerland,SUI,Ice Hockey,IHO,FRIBOURV,Switzerland,1.79/5'10'',../../../en/results/ice-hockey/athlete-profile-n1048840-killian-mottet.htm
1749,MOUAT Bruce,MOUAT B,Male,1994-08-27,EDINBURGH,Great Britain,Great Britain,GBR,Curling,CUR,STIRLING,Great Britain,,../../../en/results/curling/athlete-profile-n1044158-bruce-mouat.htm
1750,MOURAO Jaqueline,MOURAO J,Female,1975-12-27,"BELO HORIZONTE, MINAIS GERAIS",Brazil,Brazil,BRA,Cross-Country Skiing,CCS,"SAINT-FERREOL-LES-NEIGES, QC",Canada,,../../../en/results/cross-country-skiing/athlete-profile-n1055122-jaqueline-mourao.htm
1751,MOWINCKEL Ragnhild,MOWINCKEL R,Female,1992-09-12,MOLDE,Norway,Norway,NOR,Alpine Skiing,ALP,OSLO,Norway,,../../../en/results/alpine-skiing/athlete-profile-n1031295-ragnhild-mowinckel.htm
1752,MOY Keely,MOY K,Female,1998-04-23,"SAN DIEGO, CA",United States of America,Switzerland,SUI,Ice Hockey,IHO,,,1.75/5'8'',../../../en/results/ice-hockey/athlete-profile-n1087505-keely-moy.htm
1753,MOZALEV Andrei,MOZALEV A,Male,2003-03-24,SAINT PETERSBURG,Russian Federation,ROC,ROC,Figure Skating,FSK,SAINT PETERSBURG,Russian Federation,,../../../en/results/figure-skating/athlete-profile-n1057100-andrei-mozalev.htm
1754,MOZIK Vojtech,MOZIK V,Male,1992-12-26,PRAGUE,Czech Republic,Czech Republic,CZE,Ice Hockey,IHO,VLADIVOSTOK,Russian Federation,1.89/6'2'',../../../en/results/ice-hockey/athlete-profile-n1055654-vojtech-mozik.htm
1755,MRAZOVA Katerina,MRAZOVA K,Female,1992-10-19,PRAGUE,Czech Republic,Czech Republic,CZE,Ice Hockey,IHO,,,1.64/5'4'',../../../en/results/ice-hockey/athlete-profile-n1055683-katerina-mrazova.htm
1756,MUELLER Katharina,MUELLER K,Female,1995-09-12,NIZHNEVARTOVSK,Russian Federation,Germany,GER,Figure Skating,FSK,GUETERSLOH,Germany,,../../../en/results/figure-skating/athlete-profile-n1000878-katharina-mueller.htm
1757,MUELLER Tobias,MUELLER T,Male,1992-10-02,OBERSTDORF,Germany,Germany,GER,Freestyle Skiing,FRS,FISCHEN ALLGAU,Germany,,../../../en/results/freestyle-skiing/athlete-profile-n1012735-tobias-mueller.htm
1758,MUELLER Yannick,MUELLER Y,Male,1999-08-12,BLUDENZ,Austria,Austria,AUT,Luge,LUG,BLUDENZ,Austria,,../../../en/results/luge/athlete-profile-n1004370-yannick-mueller.htm
1759,MUHLEN-SCHULTE Louis,MUHLEN-SCHULTE L,Male,1998-03-12,"MELBOURNE, VIC",Australia,Australia,AUS,Alpine Skiing,ALP,"MELBOURNE, VIC",Australia,,../../../en/results/alpine-skiing/athlete-profile-n1046178-louis-muhlen-schulte.htm
1760,MUHLETHALER Laurent,MUHLETHALER L,Male,1997-09-27,PREMANON,France,France,FRA,Nordic Combined,NCB,LES ROUSSES,France,,../../../en/results/nordic-combined/athlete-profile-n1035752-laurent-muhlethaler.htm
1761,MUIR Kirsty,MUIR K,Female,2004-05-05,ABERDEEN,Great Britain,Great Britain,GBR,Freestyle Skiing,FRS,ABERDEEN,Great Britain,,../../../en/results/freestyle-skiing/athlete-profile-n1045696-kirsty-muir.htm
1762,MUIRHEAD Eve,MUIRHEAD E,Female,1990-04-22,PERTH,Great Britain,Great Britain,GBR,Curling,CUR,STIRLING,Great Britain,,../../../en/results/curling/athlete-profile-n1044159-eve-muirhead.htm
1763,MUKHIN Alexandr,MUKHIN A,Male,1998-07-28,BALKASHINO,Kazakhstan,Kazakhstan,KAZ,Biathlon,BTH,BALKASHINO,Kazakhstan,,../../../en/results/biathlon/athlete-profile-n1053848-alexandr-mukhin.htm
1764,MUKOGAWA Sakurako,MUKOGAWA S,Female,1992-01-20,AKITA,Japan,Japan,JPN,Alpine Skiing,ALP,YOKOTE CITY,Japan,,../../../en/results/alpine-skiing/athlete-profile-n1042349-sakurako-mukogawa.htm
1765,MULLER Alina,MULLER A,Female,1998-03-12,LENGNAU,Switzerland,Switzerland,SUI,Ice Hockey,IHO,WINTERTHUR,Switzerland,1.67/5'5'',../../../en/results/ice-hockey/athlete-profile-n1048848-alina-muller.htm
1766,MULLER Jonas,MULLER J,Male,1995-11-19,BERLIN,Germany,Germany,GER,Ice Hockey,IHO,BERLIN,Germany,1.84/6'0'',../../../en/results/ice-hockey/athlete-profile-n1001176-jonas-muller.htm
1767,MULLER Mirco,MULLER M,Male,1995-03-21,WINTERTHUR,Switzerland,Switzerland,SUI,Ice Hockey,IHO,LUGANO,Switzerland,1.93/6'3'',../../../en/results/ice-hockey/athlete-profile-n1048853-mirco-muller.htm
1768,MULLER Moritz,MULLER M,Male,1986-11-19,FRANKFURT,Federal Republic of Germany,Germany,GER,Ice Hockey,IHO,COLOGNE,Germany,1.87/6'1'',../../../en/results/ice-hockey/athlete-profile-n1001177-moritz-muller.htm
1769,MURADYAN Angelina,MURADYAN A,Female,2004-05-08,,Armenia,Armenia,ARM,Cross-Country Skiing,CCS,,Armenia,,../../../en/results/cross-country-skiing/athlete-profile-n1075757-angelina-muradyan.htm
1770,MURAKAMI Yuma,MURAKAMI Y,Male,1992-12-12,OBIHIRO,Japan,Japan,JPN,Speed Skating,SSK,OBIHIRO,Japan,1.77/5'9'',../../../en/results/speed-skating/athlete-profile-n1042230-yuma-murakami.htm
1771,MURASE Kokomo,MURASE K,Female,2004-11-07,GIFU,Japan,Japan,JPN,Snowboard,SBD,GIFU,Japan,,../../../en/results/snowboard/athlete-profile-n1043815-kokomo-murase.htm
1772,MURASHOV Ruslan,MURASHOV R,Male,1992-12-29,VOSKRESENSK,Russian Federation,ROC,ROC,Speed Skating,SSK,KOLOMNA,Russian Federation,1.85/6'0'',../../../en/results/speed-skating/athlete-profile-n1038002-ruslan-murashov.htm
1773,MUREN Emma,MUREN E,Female,1998-01-17,KARLSTAD,Sweden,Sweden,SWE,Ice Hockey,IHO,,,1.66/5'5'',../../../en/results/ice-hockey/athlete-profile-n1041981-emma-muren.htm
1774,MURISIER Justin,MURISIER J,Male,1992-01-08,MARTIGNY,Switzerland,Switzerland,SUI,Alpine Skiing,ALP,VERSEGERES,Switzerland,,../../../en/results/alpine-skiing/athlete-profile-n1048859-justin-murisier.htm
1775,MURPHY Abbey,MURPHY A,Female,2002-04-14,"EVERGREEN PARK, IL",United States of America,United States of America,USA,Ice Hockey,IHO,,,1.65/5'4'',../../../en/results/ice-hockey/athlete-profile-n1037543-abbey-murphy.htm
1776,MUSGRAVE Andrew,MUSGRAVE A,Male,1990-03-06,POOLE,Great Britain,Great Britain,GBR,Cross-Country Skiing,CCS,TRONDHEIM,Norway,,../../../en/results/cross-country-skiing/athlete-profile-n1045697-andrew-musgrave.htm
1777,MUSHTAKOV Viktor,MUSHTAKOV V,Male,1996-12-19,BARNAUL,Russian Federation,ROC,ROC,Speed Skating,SSK,BARNAUL,Russian Federation,1.86/6'1'',../../../en/results/speed-skating/athlete-profile-n1038003-viktor-mushtakov.htm
1778,MUSIL David,MUSIL D,Male,1993-04-09,"CALGARY, AB",Canada,Czech Republic,CZE,Ice Hockey,IHO,TRINEC,Czech Republic,1.93/6'3'',../../../en/results/ice-hockey/athlete-profile-n1055655-david-musil.htm
1779,MUZAFERIJA Elvedina,MUZAFERIJA E,Female,1999-08-20,VISOKO,Bosnia and Herzegovina,Bosnia and Herzegovina,BIH,Alpine Skiing,ALP,VISOKO,Bosnia and Herzegovina,,../../../en/results/alpine-skiing/athlete-profile-n1037105-elvedina-muzaferija.htm
1780,MUZATON Maxence,MUZATON M,Male,1990-06-26,"EPERNAY, MARNE",France,France,FRA,Alpine Skiing,ALP,MERCURY,France,,../../../en/results/alpine-skiing/athlete-profile-n1035769-maxence-muzaton.htm
1781,MYHRVOLD Mathilde,MYHRVOLD M,Female,1998-07-16,GJOEVIK,Norway,Norway,NOR,Cross-Country Skiing,CCS,GJOEVIK,Norway,,../../../en/results/cross-country-skiing/athlete-profile-n1032190-mathilde-myhrvold.htm
